Elongation At Break (%),Flexural Modulus (GPa)
2.9721360174705236,0.7661254177669825,
6.786463749545342,5.2398973811996665,
7.943873144131044,7.703886519075764,
10.862066955558054,18.51976868502591,
11.750119836694612,29.411814758051293,
2.9721360174705236,-6.73322833729531,
6.786463749545342,-6.914381110611172,
7.943873144131044,-6.962821287908015,
10.862066955558054,-7.0287491847140275,
11.750119836694612,-7.033045719190693,
2.9721360174705236,-5.1069003881781265,
6.786463749545342,-5.349198377604458,
7.943873144131044,-5.384315099676169,
10.862066955558054,-5.438854728502965,
11.750119836694612,-5.4507829954554845,
2.9721360174705236,2.65291479858184,
6.786463749545342,2.3783353385560377,
7.943873144131044,2.337911013292325,
10.862066955558054,2.280158722146352,
11.750119836694612,2.2692818078597217,
2.9721360174705236,4.357846597874685,
6.786463749545342,5.707356443688504,
7.943873144131044,6.266712280719557,
10.862066955558054,4.508131242783649,
11.750119836694612,6.114747177307834,
