Solvent Concentration (M),Tg (°C)
3.3586746544077584,7.082180554197844,
10.532210089140436,48.20488446152208,
13.443640521064982,52.024753250197826,
3.3586746544077584,0.14442567316171684,
10.532210089140436,-0.15061538932027552,
13.443640521064982,-0.1759621592903886,
3.3586746544077584,-6.065330583753797,
10.532210089140436,-6.449452295377752,
13.443640521064982,-6.534988992573108,
3.3586746544077584,1.3584793782054194,
10.532210089140436,0.9798671245401676,
13.443640521064982,0.9546714819524041,
