Mechanical Strength (MPa),Polarization Resistance (Ω·m²)
0.5641274498870152,-0.5104432141367943,
9.367915202934515,5.146056760338508,
13.561554446235998,5.998590998814233,
15.606798765441898,-31.764081908946334,
15.672636966663188,46.37586997593222,
16.59984459958816,429.4021309698987,
0.5641274498870152,7.670833236623751,
9.367915202934515,12.030183795859813,
13.561554446235998,13.246454311720207,
15.606798765441898,7.343979740300815,
15.672636966663188,13.99632344418584,
16.59984459958816,4.2315473130038725,
0.5641274498870152,1.6343690098284704,
9.367915202934515,1.1900787735892426,
13.561554446235998,1.1505836886378433,
15.606798765441898,1.1412193004480269,
15.672636966663188,1.1415283667335645,
16.59984459958816,1.1389369391826643,
