Ultrasound Time (min),Tensile Modulus (GPa)
0,5.307708092008733,"0.11% Iron(II,III) oxide/PAM"
6,7.613808642648866,"0.11% Iron(II,III) oxide/PAM"
7,13.33583190975407,"0.11% Iron(II,III) oxide/PAM"
12,17.053525898198426,"0.11% Iron(II,III) oxide/PAM"
16,191.77070550293791,"0.11% Iron(II,III) oxide/PAM"
19,463.77850138712375,"0.11% Iron(II,III) oxide/PAM"
0,-0.539760975083716,"0.85% Iron(II,III) oxide/PAM"
6,-1.4949637954118649,"0.85% Iron(II,III) oxide/PAM"
7,-1.5600873294332023,"0.85% Iron(II,III) oxide/PAM"
12,-1.638869792048157,"0.85% Iron(II,III) oxide/PAM"
16,-1.6588894517685275,"0.85% Iron(II,III) oxide/PAM"
19,-1.663579117059909,"0.85% Iron(II,III) oxide/PAM"
0,3.89554529080781,"0.16% Iron(II,III) oxide/PAM"
6,3.2988790136782877,"0.16% Iron(II,III) oxide/PAM"
7,3.2728825349385406,"0.16% Iron(II,III) oxide/PAM"
12,3.021596147236557,"0.16% Iron(II,III) oxide/PAM"
16,2.935571106938499,"0.16% Iron(II,III) oxide/PAM"
19,2.8745767168758127,"0.16% Iron(II,III) oxide/PAM"
