vol% (%),X-ray Diffraction Intensity
0.3396059300688159,2.5643888515112465,aPP
0.7352153528641092,2.7620565823329115,aPP
9.151738696668017,2.027607626846102,aPP
13.85661141179317,1.982941284889832,aPP
15.626167031540984,1.9760958825305335,aPP
0.3396059300688159,6.5260918781559685,Polybutylene succinate
0.7352153528641092,6.343751323000797,Polybutylene succinate
9.151738696668017,5.7454656586193575,Polybutylene succinate
13.85661141179317,5.687102883914834,Polybutylene succinate
15.626167031540984,5.680141050036627,Polybutylene succinate
