Calcination Time (h),Ionic Conductivity (S/m)
2.80734875263299,-0.7603965144086569,
3.9141334298372987,0.4416105739961922,
5.863463653190912,-0.13167706226930065,
11.104795254203822,0.7839625272113588,
2.80734875263299,5.325467643297481,
3.9141334298372987,5.03045230683395,
5.863463653190912,4.957971861683301,
11.104795254203822,4.840803158086379,
2.80734875263299,1.5331483755293094,
3.9141334298372987,1.5400335076690541,
5.863463653190912,1.3175428694449223,
11.104795254203822,1.1850555030216914,
2.80734875263299,10.202478253931107,
3.9141334298372987,9.92567056994734,
5.863463653190912,14.531541775724293,
11.104795254203822,29.433519163441403,
2.80734875263299,7.902546484889639,
3.9141334298372987,9.358750279361477,
5.863463653190912,13.60529289815481,
11.104795254203822,51.237794971418815,
