Nanoparticle Volume (%),Elastic Modulus (GPa)
3.3859449765786054,5.564822511862397,
3.646118919447674,6.889039717511491,
5.558943350353312,10.401691287929562,
7.543410336155858,9.972423154011398,
10.84035042750749,18.01610207256752,
11.539804298425809,54.58219741947351,
3.3859449765786054,5.769519271639727,
3.646118919447674,5.7664167661330135,
5.558943350353312,5.664351006659807,
7.543410336155858,5.549267712838052,
10.84035042750749,5.494043254094886,
11.539804298425809,5.487597587290402,
