Temperature (°C),Hardness (HV)
0.3475272176583477,1.1209792303831654,
4.626443809113578,0.558957393799695,
5.011324173078677,0.40372959490057503,
13.633024801657532,0.2644882207383049,
19.803738477799637,0.1233575444930515,
0.3475272176583477,4.271946766915779,
4.626443809113578,4.959388215499069,
5.011324173078677,5.875347681803735,
13.633024801657532,8.626290038741981,
19.803738477799637,14.267876557869462,
0.3475272176583477,0.6012331957419235,
4.626443809113578,-0.06603269648171195,
5.011324173078677,-0.0990270300240261,
13.633024801657532,-0.28847542901508694,
19.803738477799637,-0.3029293781625605,
