Mixing Time (min),Charge Transfer Resistance (Ω·m²)
3.5913921303863594,-4.352139205075968,
7.035578055761933,-8.162803502537406,
7.466822935343787,-0.5620268398746475,
19.89651310152086,-544.4190057274737,
3.5913921303863594,-6.752054429330221,
7.035578055761933,-6.776109855783249,
7.466822935343787,-6.846218697899781,
19.89651310152086,-7.21586583445015,
3.5913921303863594,7.563172425615837,
7.035578055761933,15.23848663663568,
7.466822935343787,14.194808178209634,
19.89651310152086,451.149123430057,
