Nanoparticle Mass (%),Tg (°C)
6.100621423858861,-2.7956342575938553,
10.356208983848084,-3.044899715034417,
14.282395475339758,-3.133787436381894,
14.848705968681347,-3.1371494848566486,
6.100621423858861,-0.5746657834483573,
10.356208983848084,0.7230973517250705,
14.282395475339758,0.9557811025448313,
14.848705968681347,0.3676398111534671,
6.100621423858861,7.0300907934243755,
10.356208983848084,6.895296894076967,
14.282395475339758,6.860896351650496,
14.848705968681347,6.858496425367191,
6.100621423858861,10.029931563197135,
10.356208983848084,11.196577846976513,
14.282395475339758,220.26390290486552,
14.848705968681347,92.67086474126154,
6.100621423858861,2.9309704099618274,
10.356208983848084,2.665096221906361,
14.282395475339758,2.5555503993642428,
14.848705968681347,2.560480524079854,
