X-ray Dose (Gy),Crystallization Temperature (°C)
0.9066963993803623,4.216262099621513,0.0% C60/Polychlorotrifluoroethylene
4.871338284776079,3.5525461780091816,0.0% C60/Polychlorotrifluoroethylene
8.775243534088286,3.4186219403538596,0.0% C60/Polychlorotrifluoroethylene
12.086647292094387,3.315063270681966,0.0% C60/Polychlorotrifluoroethylene
16.364737713912575,3.212604017810314,0.0% C60/Polychlorotrifluoroethylene
19.360894328526392,3.1709551081854244,0.0% C60/Polychlorotrifluoroethylene
0.9066963993803623,6.977304299157741,0.49% C60/Polychlorotrifluoroethylene
4.871338284776079,6.838946626346317,0.49% C60/Polychlorotrifluoroethylene
8.775243534088286,6.523722847970185,0.49% C60/Polychlorotrifluoroethylene
12.086647292094387,6.404319542675011,0.49% C60/Polychlorotrifluoroethylene
16.364737713912575,6.317665871176849,0.49% C60/Polychlorotrifluoroethylene
19.360894328526392,6.268378465495792,0.49% C60/Polychlorotrifluoroethylene
0.9066963993803623,1.8077174195599344,0.0% C60/Polychlorotrifluoroethylene
4.871338284776079,3.939899090356244,0.0% C60/Polychlorotrifluoroethylene
8.775243534088286,8.235751049462156,0.0% C60/Polychlorotrifluoroethylene
12.086647292094387,50.57758207036471,0.0% C60/Polychlorotrifluoroethylene
16.364737713912575,87.04272944899405,0.0% C60/Polychlorotrifluoroethylene
19.360894328526392,400.71655634303244,0.0% C60/Polychlorotrifluoroethylene
0.9066963993803623,-6.439833626021445,0.23% C60/Polychlorotrifluoroethylene
4.871338284776079,-6.982135343422276,0.23% C60/Polychlorotrifluoroethylene
8.775243534088286,-7.137580201771127,0.23% C60/Polychlorotrifluoroethylene
12.086647292094387,-7.184121027278045,0.23% C60/Polychlorotrifluoroethylene
16.364737713912575,-7.201463518821189,0.23% C60/Polychlorotrifluoroethylene
19.360894328526392,-7.205509130553624,0.23% C60/Polychlorotrifluoroethylene
0.9066963993803623,-1.2845899307764503,0.27% C60/Polychlorotrifluoroethylene
4.871338284776079,1.3654485967584744,0.27% C60/Polychlorotrifluoroethylene
8.775243534088286,10.227112573370245,0.27% C60/Polychlorotrifluoroethylene
12.086647292094387,19.68161038427641,0.27% C60/Polychlorotrifluoroethylene
16.364737713912575,182.5863463651956,0.27% C60/Polychlorotrifluoroethylene
19.360894328526392,-276.992557016264,0.27% C60/Polychlorotrifluoroethylene
