Thermal Conductivity (W/(m·K)),Flexural Strength (MPa)
0.5044920620143367,1.3159244578697824,
0.9829381558880912,1.483707955711444,
5.04887930911325,7.013848791587395,
9.484779796167263,6.181506053307654,
12.34503187231531,32.99244617848392,
0.5044920620143367,2.8518083510453867,
0.9829381558880912,2.6245951378525048,
5.04887930911325,2.2345129612831665,
9.484779796167263,2.1006552541197903,
12.34503187231531,2.067248734803451,
0.5044920620143367,0.009341240982053911,
0.9829381558880912,0.28276699470878497,
5.04887930911325,0.7938059003032729,
9.484779796167263,3.3402560139837405,
12.34503187231531,2.702405261437263,
0.5044920620143367,2.121533691783969,
0.9829381558880912,2.222775028322815,
5.04887930911325,3.5774286769410297,
9.484779796167263,3.26037865449981,
12.34503187231531,6.3347910244531525,
