wt% (%),Specific Viscosity
6.989747752169384,2.731074876742233,
9.10443732189643,5.009546095687243,
13.51152817409175,101.25419956184547,
14.041211114184527,-20.707023679376547,
6.989747752169384,12.178241379131254,
9.10443732189643,21.101372065926284,
13.51152817409175,39.70480419144181,
14.041211114184527,38.38424069462704,
6.989747752169384,10.076223422473548,
9.10443732189643,13.195563090369182,
13.51152817409175,55.70205197874149,
14.041211114184527,-39.11227786118859,
6.989747752169384,6.84544623882043,
9.10443732189643,24.06647344595776,
13.51152817409175,-13.120163866492753,
14.041211114184527,146.59917915715408,
