Ultrasound Time (min),Elongation At Break (%)
0.5793799788464304,-2.6369181291853754,
1.6763581785149695,-3.1189094127258716,
2.282830909908986,-3.0953197822986924,
2.3837815576380805,-3.1011311809770112,
10.151489398243804,-3.6272561969226524,
10.470915007536517,-3.5799930405880853,
0.5793799788464304,8.21063259967044,
1.6763581785149695,8.438816115727462,
2.282830909908986,8.677481628625317,
2.3837815576380805,8.306888244350832,
10.151489398243804,9.637917318330652,
10.470915007536517,10.173095228166174,
0.5793799788464304,7.163378084456695,
1.6763581785149695,7.281061033932163,
2.282830909908986,7.20203044140157,
2.3837815576380805,7.168568589243545,
10.151489398243804,6.813953031171235,
10.470915007536517,6.815493531031093,
