Heat Treatment Time (h),Dielectric Loss
0.182416604916662,1.6174165519647783,
4.405533378522019,2.8281414978794905,
5.265705521734683,3.429390236656643,
13.240979373747964,17.49311763224459,
17.52289674169124,320.4077740949446,
0.182416604916662,-2.419087678873253,
4.405533378522019,0.8499909759431636,
5.265705521734683,1.8902343805417132,
13.240979373747964,83.68339878546286,
17.52289674169124,437.1258660213331,
0.182416604916662,4.769774623998022,
4.405533378522019,8.13047796927265,
5.265705521734683,8.01774169595533,
13.240979373747964,84.88968418706675,
17.52289674169124,-167.65624302545064,
0.182416604916662,3.307893301376616,
4.405533378522019,3.7434680369864015,
5.265705521734683,4.20535508542088,
13.240979373747964,8.09715491288347,
17.52289674169124,3.957556057297074,
