Synthesis Time (min),Heat Capacity (J/K)
7.88138415428794,-5.0193439187976745,
10.263700439263202,-5.059741191637024,
13.874154348324248,-5.094171043828628,
18.339013090320012,-5.1057964398372775,
19.785701227860972,-5.107409570567266,
7.88138415428794,5.165030432368975,
10.263700439263202,5.113045298715425,
13.874154348324248,5.0825435601243845,
18.339013090320012,5.069933284148741,
19.785701227860972,5.0686034098903985,
7.88138415428794,5.511653243003435,
10.263700439263202,-9.429037231309737,
13.874154348324248,83.05101295092629,
18.339013090320012,595.976019972076,
19.785701227860972,2084.987086269214,
7.88138415428794,0.27023581630634846,
10.263700439263202,0.1765106230875917,
13.874154348324248,0.11756543185178597,
18.339013090320012,0.02103877131600726,
19.785701227860972,-0.010611092093980673,
7.88138415428794,9.49103428738347,
10.263700439263202,10.918383615785205,
13.874154348324248,21.234914318297808,
18.339013090320012,654.3793847522594,
19.785701227860972,-94.45740956114916,
