Aging Time (h),Compressive Modulus (GPa)
0.10311731412218306,-5.894375592406885,0.56% Synthetic fluorine mica/PAN
4.937298085052406,-6.728945759825349,0.56% Synthetic fluorine mica/PAN
11.735090443699775,-6.933969305568615,0.56% Synthetic fluorine mica/PAN
12.912010755279184,-6.940944446437509,0.56% Synthetic fluorine mica/PAN
0.10311731412218306,8.475330373208015,0.9% Synthetic fluorine mica/PAN
4.937298085052406,11.455457084818917,0.9% Synthetic fluorine mica/PAN
11.735090443699775,43.98399823624527,0.9% Synthetic fluorine mica/PAN
12.912010755279184,81.86800178611205,0.9% Synthetic fluorine mica/PAN
0.10311731412218306,-0.6731822572103758,0.07% Synthetic fluorine mica/PAN
4.937298085052406,1.7929678217609637,0.07% Synthetic fluorine mica/PAN
11.735090443699775,-21.77470773883475,0.07% Synthetic fluorine mica/PAN
12.912010755279184,64.75979722407047,0.07% Synthetic fluorine mica/PAN
0.10311731412218306,-5.487350298034645,0.8% Synthetic fluorine mica/PAN
4.937298085052406,-5.578719877543287,0.8% Synthetic fluorine mica/PAN
11.735090443699775,-5.312974229154193,0.8% Synthetic fluorine mica/PAN
12.912010755279184,-6.98158970561268,0.8% Synthetic fluorine mica/PAN
0.10311731412218306,6.3640001638658195,0.92% Synthetic fluorine mica/PAN
4.937298085052406,7.5240242230679915,0.92% Synthetic fluorine mica/PAN
11.735090443699775,8.776457671949466,0.92% Synthetic fluorine mica/PAN
12.912010755279184,6.6178857071944,0.92% Synthetic fluorine mica/PAN
