Incubation Time (h),Thermal Conductivity (W/(m·K))
6.623495748015311,-5.868237795065543,
7.3375984670185135,-6.1122716800128885,
10.330896959315014,-10.266605149404011,
11.661168581950044,-5.0707980243182575,
19.884607413447615,-8.135353123250184,
6.623495748015311,4.803682845886595,
7.3375984670185135,6.14111789997923,
10.330896959315014,5.998645945866427,
11.661168581950044,6.8734234380790316,
19.884607413447615,7.1217016725893245,
6.623495748015311,5.603855491610383,
7.3375984670185135,5.641152550504571,
10.330896959315014,5.517521090547114,
11.661168581950044,5.479701055366391,
19.884607413447615,5.288861101998092,
