Crystallinity (%),Permittivity
5.617950888982863,-5.915750916832391,
8.18592961537834,-6.0062520922125096,
11.89200043627077,-6.062484202888067,
12.031230730680338,-6.061286281515922,
19.547497572920424,-6.085556085417315,
5.617950888982863,2.2945576128831844,
8.18592961537834,3.5374713828840028,
11.89200043627077,3.9446513682390187,
12.031230730680338,5.8940395772876135,
19.547497572920424,17.850238432345567,
5.617950888982863,5.996295932092421,
8.18592961537834,12.030836168747665,
11.89200043627077,19.094643907649605,
12.031230730680338,37.68215114857598,
19.547497572920424,143.86186917763564,
5.617950888982863,1.6430537679677952,
8.18592961537834,1.5089566918637678,
11.89200043627077,1.4535410360463428,
12.031230730680338,1.4552457861506138,
19.547497572920424,1.4313324474262645,
