Ion Beam Dose (Gy),Specific Heat (J/(g·K))
2,7.187716911144824,"0.9% Iron(II,III) oxide/P(BA-a)"
8,6.6978763087022015,"0.9% Iron(II,III) oxide/P(BA-a)"
10,6.667152302332262,"0.9% Iron(II,III) oxide/P(BA-a)"
13,6.52918333728612,"0.9% Iron(II,III) oxide/P(BA-a)"
14,6.540090561838051,"0.9% Iron(II,III) oxide/P(BA-a)"
5.163178469857563,5.705519879235477,"0.2% Iron(II,III) oxide/P(BA-a)"
6.5257395528234285,12.703777691065598,"0.2% Iron(II,III) oxide/P(BA-a)"
8.668721501081881,19.37727642259005,"0.2% Iron(II,III) oxide/P(BA-a)"
13.27519632791267,83.0903916451179,"0.2% Iron(II,III) oxide/P(BA-a)"
14.373874477622222,108.58362192681346,"0.2% Iron(II,III) oxide/P(BA-a)"
