Light Intensity (W/m²),Tensile Modulus (GPa)
2.4969916708286277,1.9570870399992009,
4.208666775067527,1.6265496108341426,
8.04829706913631,1.6261466891393253,
8.286295396085613,1.5747884306104185,
13.84634004461221,1.3876180029978689,
2.4969916708286277,2.645658389657462,
4.208666775067527,3.1354483829755964,
8.04829706913631,3.706966354422284,
8.286295396085613,4.1320546627685495,
13.84634004461221,4.866616804459144,
2.4969916708286277,-0.5323091030799523,
4.208666775067527,0.2771155828340275,
8.04829706913631,3.2662202252384143,
8.286295396085613,16.400674602857958,
13.84634004461221,48.45496138101629,
2.4969916708286277,4.409857271946241,
4.208666775067527,4.408616162647884,
8.04829706913631,4.16892354202485,
8.286295396085613,4.153619294057759,
13.84634004461221,4.092804468581319,
