Drying Time (h),Modulus Of Elasticity (GPa)
3.768543945873448,4.97565557875534,
9.324494203763308,4.681951441322567,
11.436622484743191,4.6517251100998855,
12.0262129581587,4.644843090313617,
3.768543945873448,4.005722042926669,
9.324494203763308,3.0898885950078707,
11.436622484743191,52.07376741181123,
12.0262129581587,23.59480123675524,
3.768543945873448,-1.8839210415104652,
9.324494203763308,-2.203314935614158,
11.436622484743191,-2.251439677727112,
12.0262129581587,-2.31549636645552,
3.768543945873448,-3.9511583568572384,
9.324494203763308,11.86033178274789,
11.436622484743191,20.469729965494217,
12.0262129581587,28.84981363265107,
