Particle Size (nm),Thermal Stability (°C)
8,5.940345307196895,"0.11% Iron (II,III) Oxide"
9,14.40365454098128,"0.11% Iron (II,III) Oxide"
15,156.19078562069893,"0.11% Iron (II,III) Oxide"
8,-4.984738555167107,"0.31% Iron (II,III) Oxide"
9,-5.011899571815948,"0.31% Iron (II,III) Oxide"
15,-5.060598811054114,"0.31% Iron (II,III) Oxide"
8,3.8899468866488864,"0.56% Iron (II,III) Oxide"
9,3.761399456552398,"0.56% Iron (II,III) Oxide"
15,3.6594354941491543,"0.56% Iron (II,III) Oxide"
8,6.7192283595569755,"0.8% Iron (II,III) Oxide"
9,1.6304015465221262,"0.8% Iron (II,III) Oxide"
15,77.93638254863619,"0.8% Iron (II,III) Oxide"
8,0.25492603847770967,"0.64% Iron (II,III) Oxide"
9,0.13059822077972882,"0.64% Iron (II,III) Oxide"
15,-0.023475208857468205,"0.64% Iron (II,III) Oxide"
