Dielectric Constant,Tg (°C)
0.8192740099551243,8.847075919223682,0.7% Molybdenum Disulphide/PCTFE
0.947163324519249,8.713873862767617,0.7% Molybdenum Disulphide/PCTFE
6.56453388742367,8.117261922991645,0.7% Molybdenum Disulphide/PCTFE
12.479795639533878,8.00522377280773,0.7% Molybdenum Disulphide/PCTFE
18.986180564784426,7.986287324059361,0.7% Molybdenum Disulphide/PCTFE
0.8192740099551243,0.4059200596029515,0.0% Molybdenum Disulphide/PCTFE
0.947163324519249,0.1871534446195079,0.0% Molybdenum Disulphide/PCTFE
6.56453388742367,-0.4564556989018573,0.0% Molybdenum Disulphide/PCTFE
12.479795639533878,-0.584124822564216,0.0% Molybdenum Disulphide/PCTFE
18.986180564784426,-0.6047840669034545,0.0% Molybdenum Disulphide/PCTFE
