Dielectric Constant,Charge Transfer Resistance (Ω·m²)
0.20655728088515346,7.449346704912397,
5.111584797100919,7.266908037301579,
10.701531478923831,6.976699469565725,
13.783164126829721,6.930167169187685,
0.20655728088515346,-4.092507808825646,
5.111584797100919,-3.1893576282633647,
10.701531478923831,-0.1746215566328324,
13.783164126829721,-1.4703098277818465,
0.20655728088515346,-5.023138970509589,
5.111584797100919,2.60430674095927,
10.701531478923831,10.559289387583974,
13.783164126829721,152.49587581786315,
0.20655728088515346,-3.6978170737462226,
5.111584797100919,-4.426650017147657,
10.701531478923831,-4.581391725169229,
13.783164126829721,-4.608014803881026,
