Elongation At Break (%),Electrical Conductivity (S/m)
3.0294493622895824,-7.039235713964761,
6.559307283678275,-7.2906054045685575,
7.108238855470372,-7.317324962524018,
17.25224725337078,-7.416457377677204,
3.0294493622895824,9.02897647343507,
6.559307283678275,8.769503400168254,
7.108238855470372,10.02545695292154,
17.25224725337078,19.782680206367942,
3.0294493622895824,7.4790892817307695,
6.559307283678275,7.176181979073753,
7.108238855470372,7.164333717233189,
17.25224725337078,7.042809236442473,
