Calcination Time (h),Toughness (MJ/m³)
2.723449042393027,1.4917897296904052,
3.152906497687258,1.5965061785321,
12.490694861845364,4.775536054561239,
2.723449042393027,-5.491207325997443,
3.152906497687258,-5.930849663018885,
12.490694861845364,-2.106769347582892,
2.723449042393027,-3.0666023478825677,
3.152906497687258,-2.6346547306777746,
12.490694861845364,0.3859440533924321,
2.723449042393027,7.0425229170924375,
3.152906497687258,6.797332616659392,
12.490694861845364,6.338546388526411,
2.723449042393027,-4.3603131902358045,
3.152906497687258,-4.541627804666219,
12.490694861845364,-5.054879347774252,
