Loading Concentration (%),Fracture Toughness (MPa·m^0.5)
1,8.407016837169754,
3,8.403796354482163,
7,8.098701156096325,
15,7.860842713780284,
18,7.799722025105809,
19,7.777340443868305,
2.1203451970584153,-3.2513221812783235,
9.43069985015015,-3.4331173833108997,
11.425039799632133,-3.459469321239226,
12.813950561696558,-3.4721185796396465,
15.398088638620795,-3.483708302717665,
16.76684889954654,-3.487656286967212,
5.749364966588512,5.816349902137407,
11.016846173117333,10.496162884122903,
15.53636223630565,8.230517302686042,
18.069920496475095,-1.8295700344010086,
18.265456645077077,4.963561812897743,
19.436497395044398,17.834755443185767,
