Dielectric Loss,Intrinsic Viscosity (dl/g)
4.773154565729936,-2.7967949697505636,
9.783768545836732,12.73392833443638,
13.218881897216221,81.97319523206797,
16.65988509175983,-12.99131544338236,
17.673435536920103,276.9605372833523,
4.773154565729936,0.7799238123522927,
9.783768545836732,-0.05515773415727754,
13.218881897216221,2.1479611131856995,
16.65988509175983,-0.016988633330368152,
17.673435536920103,0.71744401221705,
4.773154565729936,-0.5591381560887765,
9.783768545836732,12.168996997305804,
13.218881897216221,119.35722590215653,
16.65988509175983,111.78678773067871,
17.673435536920103,248.51250174183517,
4.773154565729936,1.1557178385987288,
9.783768545836732,1.0697503273493565,
13.218881897216221,0.9434164412489618,
16.65988509175983,0.8956718407529144,
17.673435536920103,0.8672132275786908,
4.773154565729936,-0.07776649615719233,
9.783768545836732,-0.44406359222756736,
13.218881897216221,-0.5357506067545441,
16.65988509175983,-0.6231816442897846,
17.673435536920103,-0.6369570410628911,
