Degradation Temperature (°C),Fracture Toughness (MPa·m^0.5)
9.176070451890975,12.946666765789061,
9.807525712591454,20.650923389663483,
12.742345412191353,23.278776513560533,
13.473118727446337,82.61983649063285,
18.928769024305453,544.2047363229126,
9.176070451890975,-6.216153087008198,
9.807525712591454,-6.224967880560867,
12.742345412191353,-6.258433951244434,
13.473118727446337,-6.262527454847582,
18.928769024305453,-6.276934205204508,
9.176070451890975,17.729321598538924,
9.807525712591454,33.467198911791414,
12.742345412191353,4.220202877949765,
13.473118727446337,27.485553995519908,
18.928769024305453,-355.8467923746485,
