Temperature (°C),Thermal Expansion (1/K)
4.385050015867453,-3.1487783146099764,
9.0157791831606,-3.461996269780087,
14.727673944349547,-3.5778338986952005,
18.149789201604385,-3.627857226727125,
4.385050015867453,2.1446827393458094,
9.0157791831606,7.565471690589014,
14.727673944349547,181.1439755964438,
18.149789201604385,389.76194139080616,
4.385050015867453,-5.725896937900326,
9.0157791831606,-5.837984405268896,
14.727673944349547,-5.898812946245952,
18.149789201604385,-5.906523697330952,
4.385050015867453,2.2146206417790024,
9.0157791831606,3.4582276345826433,
14.727673944349547,36.254890558259106,
18.149789201604385,183.97070594561308,
