Nanoparticle Mass (%),Coercivity (A/m)
0.9442513663254459,7.215326235876288,
6.262702915985705,6.607502753213183,
8.086515292327599,6.550143039614847,
14.017374363979712,6.466099756537443,
0.9442513663254459,-4.355142449058336,
6.262702915985705,-5.060547816452924,
8.086515292327599,-5.135185907149403,
14.017374363979712,-5.20030220327167,
0.9442513663254459,3.362271195624637,
6.262702915985705,3.131327292820181,
8.086515292327599,3.000819659945036,
14.017374363979712,2.816755772789059,
