Stirring Speed (rpm),Degradation Temperature (°C)
2.6330473783923902,0.9577165233813365,
7.537880584615335,2.3912791250320335,
9.513913169105967,1.9625055274116665,
12.6919044330508,3.9805515745674636,
16.006972780594616,-0.034798119731618726,
18.600343127599746,14.277060112241067,
2.6330473783923902,0.6926727899298569,
7.537880584615335,0.2693633504806089,
9.513913169105967,0.20378854712400796,
12.6919044330508,0.16623969399697824,
16.006972780594616,0.15235059212556518,
18.600343127599746,0.14785476967829825,
2.6330473783923902,5.452236887532939,
7.537880584615335,5.234619171998584,
9.513913169105967,5.091661004014515,
12.6919044330508,4.95333791242833,
16.006972780594616,4.8705471186604345,
18.600343127599746,4.8359755400942825,
2.6330473783923902,8.440464630112746,
7.537880584615335,10.045779448463191,
9.513913169105967,11.280288024273968,
12.6919044330508,11.4064187003918,
16.006972780594616,18.879264259278244,
18.600343127599746,13.222289477082409,
2.6330473783923902,5.192573030209642,
7.537880584615335,4.850823764703158,
9.513913169105967,4.811477036152535,
12.6919044330508,4.7834632993381,
16.006972780594616,4.769028040768609,
18.600343127599746,4.764122930826924,
