filler labels,Adhesion Strength (MPa)
0.4671130531494794,1.6461045594293753,TiO2/Poly(methyl methacrylate)
9.073013520149422,0.879006214690431,TiO2/Poly(methyl methacrylate)
10.60884310865612,0.852504378411812,TiO2/Poly(methyl methacrylate)
10.754016618442579,0.8528075517782714,TiO2/Poly(methyl methacrylate)
15.333584158708993,0.8205992766132854,TiO2/Poly(methyl methacrylate)
18.528542624443475,0.8146689049107417,TiO2/Poly(methyl methacrylate)
0.4671130531494794,2.55621518178852,Barium titanate/Poly(methyl methacrylate)
9.073013520149422,4.547337190972503,Barium titanate/Poly(methyl methacrylate)
10.60884310865612,5.346338875533087,Barium titanate/Poly(methyl methacrylate)
10.754016618442579,2.8403038897682102,Barium titanate/Poly(methyl methacrylate)
15.333584158708993,12.06976365662213,Barium titanate/Poly(methyl methacrylate)
18.528542624443475,5.383791454772689,Barium titanate/Poly(methyl methacrylate)
0.4671130531494794,0.38890443082306003,exfoliated graphene/Poly(methyl methacrylate)
9.073013520149422,-0.48612820861105566,exfoliated graphene/Poly(methyl methacrylate)
10.60884310865612,-0.5741987448647834,exfoliated graphene/Poly(methyl methacrylate)
10.754016618442579,-0.5301836948938281,exfoliated graphene/Poly(methyl methacrylate)
15.333584158708993,-0.6746356821858996,exfoliated graphene/Poly(methyl methacrylate)
18.528542624443475,-0.7207741766204774,exfoliated graphene/Poly(methyl methacrylate)
0.4671130531494794,2.0658235187415785,Fluorine mica/Poly(methyl methacrylate)
9.073013520149422,4.702542201700923,Fluorine mica/Poly(methyl methacrylate)
10.60884310865612,4.751456027659368,Fluorine mica/Poly(methyl methacrylate)
10.754016618442579,3.573386024637575,Fluorine mica/Poly(methyl methacrylate)
15.333584158708993,4.046400784044416,Fluorine mica/Poly(methyl methacrylate)
18.528542624443475,7.779335312467647,Fluorine mica/Poly(methyl methacrylate)
0.4671130531494794,1.1215304284566041,Clay/Poly(methyl methacrylate)
9.073013520149422,4.999235953674313,Clay/Poly(methyl methacrylate)
10.60884310865612,2.3382443256692462,Clay/Poly(methyl methacrylate)
10.754016618442579,4.364613375228994,Clay/Poly(methyl methacrylate)
15.333584158708993,1.5066321171664723,Clay/Poly(methyl methacrylate)
18.528542624443475,8.78358730440395,Clay/Poly(methyl methacrylate)
