Mechanical Strength (MPa),Dielectric Loss
7.712762090646708,-2.806759890185946,0.81% ZrO2
8.329474753067975,-2.8474152459215225,0.81% ZrO2
11.742451489923544,-2.901738373160648,0.81% ZrO2
16.95067948555158,-2.924718952229294,0.81% ZrO2
7.712762090646708,9.726196666463405,0.64% ZrO2
8.329474753067975,19.64627457338956,0.64% ZrO2
11.742451489923544,-6.520170325864514,0.64% ZrO2
16.95067948555158,201.41784606266526,0.64% ZrO2
7.712762090646708,0.8216789158240468,0.72% ZrO2
8.329474753067975,0.8337694587443972,0.72% ZrO2
11.742451489923544,0.7760260824027229,0.72% ZrO2
16.95067948555158,0.7497511498710487,0.72% ZrO2
7.712762090646708,3.926097913207376,0.31% ZrO2
8.329474753067975,1.9510343897266857,0.31% ZrO2
11.742451489923544,0.27151243675969017,0.31% ZrO2
16.95067948555158,9.687948951866515,0.31% ZrO2
