Particle Size (nm),Loss Factor
2.2646103709564613,4.465886696319905,
2.6838427964894285,4.543126718260046,
2.9701683490240516,4.7666690344293485,
5.77506376669305,4.349367995647801,
14.579602314936974,4.027445780563511,
19.935334387796885,3.9192025278350116,
2.2646103709564613,-3.32611084754875,
2.6838427964894285,-3.3387081376642396,
2.9701683490240516,-3.260590505121751,
5.77506376669305,-3.471824967214921,
14.579602314936974,-3.7848652350062233,
19.935334387796885,-3.8916681147783394,
2.2646103709564613,0.9404981520535178,
2.6838427964894285,0.41817288053956014,
2.9701683490240516,0.7512806298024457,
5.77506376669305,0.07396119010899027,
14.579602314936974,2.015675126521548,
19.935334387796885,6.604591205506836,
