Decomposition Temperature (°C),Oxidation Potential (V)
0.6314596873748091,5.817157075203628,
4.519326045954813,5.279234347825112,
12.262720015915267,4.997098366646194,
13.223327011988868,4.987740470743931,
0.6314596873748091,1.733771724152589,
4.519326045954813,4.818608196380513,
12.262720015915267,68.65726188999164,
13.223327011988868,57.74606362962175,
0.6314596873748091,2.0037580219745537,
4.519326045954813,4.864424440551893,
12.262720015915267,77.77732369823804,
13.223327011988868,9.450362828566165,
