Volume Fraction,Thermal Conductivity (W/(m·K))
5.025459911825793,-1.947908979980097,
9.942060900552319,-1.8194779999216548,
12.016711326379529,-0.08504482582223538,
5.025459911825793,-6.712515967140673,
9.942060900552319,-6.969832696674592,
12.016711326379529,-7.007970166063025,
5.025459911825793,-1.6946001902372219,
9.942060900552319,17.39341044076542,
12.016711326379529,3.1863556915951445,
5.025459911825793,5.532100150534589,
9.942060900552319,9.906716205882999,
12.016711326379529,41.13486318836167,
5.025459911825793,2.4941370367275466,
9.942060900552319,3.13269710941605,
12.016711326379529,4.592762694032075,
