Pore Size (nm),Modulus Of Elasticity (GPa)
1.4405438534753068,5.299128086565947,
2.2470011660312217,5.871238961873994,
7.707961154986583,16.22550015552406,
14.621819702659023,102.31176697554025,
1.4405438534753068,-0.6555135142277166,
2.2470011660312217,0.500631918912628,
7.707961154986583,9.613199919916918,
14.621819702659023,55.3219825189298,
1.4405438534753068,1.6777998795853004,
2.2470011660312217,1.6084702961807094,
7.707961154986583,2.513296777383047,
14.621819702659023,7.341940689818742,
