Nanoparticle Mass (%),Shear Modulus (GPa)
0.9232349742454837,8.45267725111858,
8.2368985294837,9.34164275685046,
8.38074744679156,8.866934337848342,
18.78924761565444,13.81142444707495,
0.9232349742454837,-6.1239347011780065,
8.2368985294837,-3.832800573051464,
8.38074744679156,-3.7065019947270645,
18.78924761565444,-12.450755687253668,
0.9232349742454837,-0.8272319693990673,
8.2368985294837,-1.4658793570884112,
8.38074744679156,-1.4617311514552203,
18.78924761565444,-1.5384626281044804,
0.9232349742454837,0.7434456196784255,
8.2368985294837,0.023398114887079588,
8.38074744679156,0.017482832794707498,
18.78924761565444,-0.0591613356518641,
