Pore Volume (cm³/g),Permittivity
1.3938960141746248,2.4546960417572827,
2.3214442235333266,2.448722211705844,
11.377171458946638,12.558980813694223,
11.405389157485644,23.78362144487048,
13.266634042756834,34.95734307857752,
18.13515597624432,159.4514512826593,
1.3938960141746248,3.2726363973552948,
2.3214442235333266,3.1564361000540506,
11.377171458946638,2.8408632371010607,
11.405389157485644,2.8350761801209736,
13.266634042756834,2.7720282769217133,
18.13515597624432,2.6723647679316835,
