UV Exposure Time (h),Thermal Stability (°C)
6.871716225788605,15.190537239720351,
10.01353298368781,37.744530434021954,
11.842485634842884,3.2744366066355983,
14.805737189369655,7.173848922550151,
15.45722085874841,105.98274071562902,
6.871716225788605,0.040057425751148124,
10.01353298368781,2.8060387842009646,
11.842485634842884,2.2983725822225507,
14.805737189369655,3.102438162527317,
15.45722085874841,2.750572189643478,
6.871716225788605,-3.3645657548332792,
10.01353298368781,-3.446924559398442,
11.842485634842884,-3.4706274092387397,
14.805737189369655,-3.4871333693353304,
15.45722085874841,-3.490012648380483,
6.871716225788605,-5.283182174559723,
10.01353298368781,-4.185616269709569,
11.842485634842884,-3.2977085820926044,
14.805737189369655,-6.6345483214633925,
15.45722085874841,-6.334944794790173,
