Holding Time (min),Specific Viscosity
0.16451448351841647,1.468554790003696,0.1% Lead(II) sulfide/Acrylonitrile butadiene styrene
0.9143722587718051,1.415231700343842,0.1% Lead(II) sulfide/Acrylonitrile butadiene styrene
3.6097381624174862,1.1503200930521749,0.1% Lead(II) sulfide/Acrylonitrile butadiene styrene
11.707502858241789,0.7488510871796641,0.1% Lead(II) sulfide/Acrylonitrile butadiene styrene
13.252114258609833,0.7040427128423986,0.1% Lead(II) sulfide/Acrylonitrile butadiene styrene
18.635524518275034,0.5859031172396394,0.1% Lead(II) sulfide/Acrylonitrile butadiene styrene
0.16451448351841647,-5.5714267394958785,0.73% Lead(II) sulfide/Acrylonitrile butadiene styrene
0.9143722587718051,-5.540580775800187,0.73% Lead(II) sulfide/Acrylonitrile butadiene styrene
3.6097381624174862,-5.148919745156811,0.73% Lead(II) sulfide/Acrylonitrile butadiene styrene
11.707502858241789,-1.7686014154325829,0.73% Lead(II) sulfide/Acrylonitrile butadiene styrene
13.252114258609833,-2.2680294866421145,0.73% Lead(II) sulfide/Acrylonitrile butadiene styrene
18.635524518275034,-6.6626222123588255,0.73% Lead(II) sulfide/Acrylonitrile butadiene styrene
0.16451448351841647,-4.052739856086491,0.34% Lead(II) sulfide/Acrylonitrile butadiene styrene
0.9143722587718051,-3.468654835546037,0.34% Lead(II) sulfide/Acrylonitrile butadiene styrene
3.6097381624174862,-2.6942012332683314,0.34% Lead(II) sulfide/Acrylonitrile butadiene styrene
11.707502858241789,45.897832883991605,0.34% Lead(II) sulfide/Acrylonitrile butadiene styrene
13.252114258609833,8.843357622371478,0.34% Lead(II) sulfide/Acrylonitrile butadiene styrene
18.635524518275034,414.89513595137595,0.34% Lead(II) sulfide/Acrylonitrile butadiene styrene
