Incubation Temperature (°C),Specific Heat (J/(g·K))
3.007705622795205,-6.5868665482276025,
7.339704601709329,-4.383153309188713,
13.951704306070805,-4.319640258530337,
3.007705622795205,-4.197057801503968,
7.339704601709329,-3.958696385582821,
13.951704306070805,-2.0355699586671223,
3.007705622795205,1.133714195312388,
7.339704601709329,0.9496938362894184,
13.951704306070805,0.718758627906847,
3.007705622795205,-4.508109829580053,
7.339704601709329,-4.7142044509126,
13.951704306070805,-4.795715078284198,
3.007705622795205,0.8552457112903404,
7.339704601709329,10.005104497663805,
13.951704306070805,81.84958510371473,
