Volume Fraction,Elastic Modulus (GPa)
2.264926261019833,7.948274319786036,
13.592275297925333,7.340981293333049,
15.701772438555972,7.3073850246386085,
2.264926261019833,2.719952510783385,
13.592275297925333,6.1595955090874055,
15.701772438555972,8.89561213977424,
2.264926261019833,2.3456959138358453,
13.592275297925333,2.519369495630004,
15.701772438555972,6.394141917757487,
2.264926261019833,-5.168741510304524,
13.592275297925333,39.201247350055226,
15.701772438555972,148.84083489678056,
