Ultrasound Power (W),Adhesion Strength (MPa)
5.617112168944054,-6.240306152672117,
6.9982274048104,-6.319958852732288,
13.552401132299481,-6.547140179506122,
15.744882484245943,-6.631964911183068,
18.67924064890519,-6.684015279114482,
5.617112168944054,7.093740690992037,
6.9982274048104,9.872991672255475,
13.552401132299481,22.364447597021414,
15.744882484245943,44.32697122681297,
18.67924064890519,163.10005527477173,
5.617112168944054,7.5867410343368915,
6.9982274048104,6.729048411664121,
13.552401132299481,10.680926304635944,
15.744882484245943,12.998515443173458,
18.67924064890519,19.592028413460916,
