Aging Time (h),Electrical Resistivity (Ω·m)
8.885645488413065,5.377472025203561,
10.106186091809464,18.265533427469176,
14.545582987254324,196.9118182741857,
17.58696368198756,259.41620633802825,
8.885645488413065,9.219208128192854,
10.106186091809464,8.906205117906623,
14.545582987254324,11.637467308182739,
17.58696368198756,17.37592015253976,
8.885645488413065,19.209502299818986,
10.106186091809464,28.872933178698837,
14.545582987254324,97.96666471806941,
17.58696368198756,-93.7453949758549,
