Aging Temperature (°C),Porosity (%)
0.27240719476141484,0.9283014509614305,
8.286160863825337,0.32491613868489,
11.147648178774286,0.21685456118558527,
0.27240719476141484,7.7331094197744195,
8.286160863825337,21.598968706714018,
11.147648178774286,25.851577650871867,
0.27240719476141484,-6.382045118581139,
8.286160863825337,2.8121673985322015,
11.147648178774286,18.982639463404297,
0.27240719476141484,-2.496513987586559,
8.286160863825337,-3.270391912239677,
11.147648178774286,-3.421146949551707,
0.27240719476141484,4.839291577868252,
8.286160863825337,9.767124315470209,
11.147648178774286,62.01959883033987,
