Mixing Time (min),Porosity (%)
6.156452850623624,10.117981661561107,
12.14092618962166,72.59643004986056,
16.348619066407192,77.00011148211674,
6.156452850623624,4.14836680013746,
12.14092618962166,5.465192760650751,
16.348619066407192,0.7885714302138274,
6.156452850623624,0.18436046911148152,
12.14092618962166,-0.0301851357721718,
16.348619066407192,-0.14540553236951292,
6.156452850623624,1.1793951785258887,
12.14092618962166,0.86000597447932,
16.348619066407192,0.7450808635513392,
