Specific Surface Area (m²/g),Ionic Conductivity (S/m)
8.592671596567122,-1.9429899501512957,
17.897216742814074,-2.0131995572236976,
19.65656885965892,-2.0147500429448013,
19.92572021354378,-2.0150678636117316,
8.592671596567122,14.894972566378744,
17.897216742814074,384.463043969141,
19.65656885965892,-799.8713687737207,
19.92572021354378,819.2064877124672,
8.592671596567122,-6.144780098760256,
17.897216742814074,-6.385605706894874,
19.65656885965892,-6.4218470791700115,
19.92572021354378,-6.433710924120214,
8.592671596567122,7.611153747466274,
17.897216742814074,22.432891474511557,
19.65656885965892,-6.236423940786668,
19.92572021354378,7.164706648681533,
