Annealing Temperature (°C),Bet Surface Area
1,-3.897706376923442,"0.33% Iron(II,III) oxide/PBA"
2,-3.52581469809,"0.33% Iron(II,III) oxide/PBA"
9,-4.171298216638767,"0.33% Iron(II,III) oxide/PBA"
16,-4.370077570491996,"0.33% Iron(II,III) oxide/PBA"
1,2.443829866817065,"0.18% Iron(II,III) oxide/PBA"
2,3.017304027054732,"0.18% Iron(II,III) oxide/PBA"
9,4.2197408304865505,"0.18% Iron(II,III) oxide/PBA"
16,4.613847742678087,"0.18% Iron(II,III) oxide/PBA"
1,-4.758819032322869,"0.72% Iron(II,III) oxide/PBA"
2,-4.068202495001877,"0.72% Iron(II,III) oxide/PBA"
9,11.269560711225234,"0.72% Iron(II,III) oxide/PBA"
16,70.35630897467078,"0.72% Iron(II,III) oxide/PBA"
1,9.04402889704388,"0.36% Iron(II,III) oxide/PBA"
2,9.678699858109887,"0.36% Iron(II,III) oxide/PBA"
9,26.683554816285245,"0.36% Iron(II,III) oxide/PBA"
16,179.1259670133178,"0.36% Iron(II,III) oxide/PBA"
1,2.5818926078785265,"0.85% Iron(II,III) oxide/PBA"
2,1.8990432436685718,"0.85% Iron(II,III) oxide/PBA"
9,12.12079937171188,"0.85% Iron(II,III) oxide/PBA"
16,117.44974343901079,"0.85% Iron(II,III) oxide/PBA"
