Pore Volume (cm³/g),Impact Strength (kJ/m²)
9.076137785735527,-4.047551790230029,
10.074956897555973,-4.038654892178016,
15.28769758258586,-4.206633131507893,
19.3697302671197,-4.28392400238811,
9.076137785735527,-0.6695878741118682,
10.074956897555973,-2.3751887586334854,
15.28769758258586,-8.413125062913485,
19.3697302671197,21.10926250768228,
9.076137785735527,22.01024444688396,
10.074956897555973,40.98898419000771,
15.28769758258586,237.6123412173967,
19.3697302671197,821.7856117449753,
9.076137785735527,11.908025961771276,
10.074956897555973,1.1543686689469705,
15.28769758258586,51.67240968133626,
19.3697302671197,957.5882285357277,
