Heat Treatment Temperature (°C),Heat Of Crystallization (J/g)
2.1470827514925372,2.6706028804503887,
8.125240649505832,21.77148655865277,
8.57888648266002,17.05551907120796,
12.37911936880968,57.206124566638636,
13.502779900780757,14.787685202661887,
16.566969467264155,-71.36590788309474,
2.1470827514925372,6.8315287244854055,
8.125240649505832,14.46782516197745,
8.57888648266002,19.66840305150703,
12.37911936880968,69.07144778955383,
13.502779900780757,52.57170816242639,
16.566969467264155,181.42777014556316,
2.1470827514925372,10.022103080790536,
8.125240649505832,17.14145763504268,
8.57888648266002,24.391229392131713,
12.37911936880968,91.61559129312624,
13.502779900780757,142.8979485758407,
16.566969467264155,-0.17580749318580047,
2.1470827514925372,-0.20193812060745975,
8.125240649505832,3.3334280919995765,
8.57888648266002,2.5663842136679147,
12.37911936880968,3.0127116212504,
13.502779900780757,3.8106492295345147,
16.566969467264155,1.2747020816027366,
2.1470827514925372,-3.0201954905675192,
8.125240649505832,-3.1317647419644525,
8.57888648266002,-3.2262291443847113,
12.37911936880968,-3.3590155539797393,
13.502779900780757,-3.384288616381511,
16.566969467264155,-3.4585448024783303,
