Drying Time (h),Electric Field Strength (V/m)
5.1107958589021525,5.0630350186382564,
10.036146995924607,6.272048588106203,
12.30219668118197,7.805700047228242,
13.702488764307532,5.046088162379477,
16.44720594485594,10.179893244542225,
5.1107958589021525,-4.930883652811443,
10.036146995924607,-5.05049134882583,
12.30219668118197,-5.146864204192287,
13.702488764307532,-5.177168419423562,
16.44720594485594,-5.234931066416842,
5.1107958589021525,6.683290022551811,
10.036146995924607,20.15698542357245,
12.30219668118197,25.445449568676107,
13.702488764307532,82.13179801194414,
16.44720594485594,159.63050977377205,
5.1107958589021525,7.700353886564134,
10.036146995924607,23.745596861297315,
12.30219668118197,89.29301154142483,
13.702488764307532,47.13031913606163,
16.44720594485594,172.5984368907252,
5.1107958589021525,-0.7568129338488734,
10.036146995924607,0.9875043242036323,
12.30219668118197,3.751246253163396,
13.702488764307532,-0.01375220211508732,
16.44720594485594,-10.68499900448296,
