Calcination Temperature (°C),Thermal Conductivity (W/(m·K))
0.212643827046195,-0.5173151615522265,
4.524944974757073,-0.9435758803662015,
10.397148552205502,-1.181509421809479,
15.463311393267352,-1.2147749986391487,
0.212643827046195,0.8177555031977486,
4.524944974757073,0.10153723135487558,
10.397148552205502,-0.08213213174938418,
15.463311393267352,-0.11493826577735501,
0.212643827046195,-6.006739924129091,
4.524944974757073,-7.071955854835943,
10.397148552205502,-7.290452578095389,
15.463311393267352,-7.327462384749661,
0.212643827046195,0.10254598214927824,
4.524944974757073,0.2874253785349552,
10.397148552205502,2.018176230197091,
15.463311393267352,8.432990222010284,
