Reaction Temperature (°C),Kinematic Viscosity (mm²/s)
6.521318615520471,0.7226201024175989,
12.170559456323748,24.144308721612767,
17.11424294040623,61.39332774824037,
19.03127300096378,776.4467841324537,
6.521318615520471,5.344311157881958,
12.170559456323748,5.095351005999109,
17.11424294040623,4.986225213962172,
19.03127300096378,4.949843288243006,
6.521318615520471,2.824387720951245,
12.170559456323748,51.88746017059446,
17.11424294040623,357.27973705899433,
19.03127300096378,350.5975309594615,
6.521318615520471,-4.324052312132547,
12.170559456323748,-6.429322906458763,
17.11424294040623,-0.523326011338006,
19.03127300096378,5.126388515937624,
