Ultrasound Power (W),Dielectric Loss
0.9638829058034504,-7.04088704325258,Silica/PVA
1.9867793208453466,-7.1606372906032405,Silica/PVA
6.473713773881937,-7.408193784042156,Silica/PVA
10.288760845280985,-7.499870252375715,Silica/PVA
11.221913477317639,-7.51428526676698,Silica/PVA
18.375152232513454,-7.543279574100196,Silica/PVA
0.9638829058034504,-1.3217808342320483,OMMT/PVA
1.9867793208453466,-1.6262337596103744,OMMT/PVA
6.473713773881937,-1.8771074035681088,OMMT/PVA
10.288760845280985,-1.9854200556824158,OMMT/PVA
11.221913477317639,-1.9871597863310577,OMMT/PVA
18.375152232513454,-2.0188706594625976,OMMT/PVA
0.9638829058034504,2.469217786914431,graphitic nanoplatelets/PVA
1.9867793208453466,2.1842668699093966,graphitic nanoplatelets/PVA
6.473713773881937,5.088208184452072,graphitic nanoplatelets/PVA
10.288760845280985,24.185159926870803,graphitic nanoplatelets/PVA
11.221913477317639,20.51915749582772,graphitic nanoplatelets/PVA
18.375152232513454,189.28310337703599,graphitic nanoplatelets/PVA
0.9638829058034504,-4.226276193260982,Gold/PVA
1.9867793208453466,-4.493338388453644,Gold/PVA
6.473713773881937,-4.740593134683859,Gold/PVA
10.288760845280985,-4.90737754931845,Gold/PVA
11.221913477317639,-4.939471830729002,Gold/PVA
18.375152232513454,-5.103299303414445,Gold/PVA
0.9638829058034504,-3.009411376491673,graphite/PVA
1.9867793208453466,-1.904524614542775,graphite/PVA
6.473713773881937,5.995696888876116,graphite/PVA
10.288760845280985,19.742456978536527,graphite/PVA
11.221913477317639,28.157801955965823,graphite/PVA
18.375152232513454,691.3576524912104,graphite/PVA
