Dielectric Constant,Oxidation Potential (V)
0.610391712643441,-1.2990231107708192,0.99% Ag/S-SEBS
5.4565201910864065,-1.2707917680328291,0.99% Ag/S-SEBS
18.798558609165585,-2.953000293323192,0.99% Ag/S-SEBS
0.610391712643441,6.264327137880333,0.86% Ag/S-SEBS
5.4565201910864065,7.7363632838334935,0.86% Ag/S-SEBS
18.798558609165585,23.646568862913377,0.86% Ag/S-SEBS
0.610391712643441,4.254277716679797,0.5% Ag/S-SEBS
5.4565201910864065,4.122351521862548,0.5% Ag/S-SEBS
18.798558609165585,3.6581732447695128,0.5% Ag/S-SEBS
0.610391712643441,4.933954499633424,0.96% Ag/S-SEBS
5.4565201910864065,5.0755984523313895,0.96% Ag/S-SEBS
18.798558609165585,2.736471817587101,0.96% Ag/S-SEBS
