Pore Size (nm),Tensile Strength (MPa)
5.097605886719343,8.521507372227653,
5.805674263377865,8.398685830751889,
9.27008254699465,8.189759818096665,
11.480038810073616,8.113786838150682,
16.130471067368724,7.97677114109765,
17.56348512809928,7.955065772381594,
5.097605886719343,-4.658545901531939,
5.805674263377865,-3.483661527485472,
9.27008254699465,-2.756896700243807,
11.480038810073616,-3.3738662520632126,
16.130471067368724,1.2327905737470282,
17.56348512809928,-6.985417097629441,
