Holding Time (min),Dielectric Loss
2.153584021301642,0.32143687804852794,
6.255497194311516,10.622340584692429,
15.766798876957163,276.2716575410253,
2.153584021301642,8.303397337499463,
6.255497194311516,7.950260744358327,
15.766798876957163,7.787153163629219,
2.153584021301642,-6.49018423633076,
6.255497194311516,-6.7794610298203315,
15.766798876957163,-7.081881990148637,
2.153584021301642,-1.7316734735234376,
6.255497194311516,-2.122165195166154,
15.766798876957163,-2.2574099992616676,
