Volume Fraction (%),Decomposition Temperature (°C)
3.1855350273296557,1.954603533986996,
8.96263138364185,16.663412628796653,
11.952296506161382,32.11261344637495,
19.38875489162091,890.7229371275843,
3.1855350273296557,-5.1607705249137314,
8.96263138364185,-5.430308892166208,
11.952296506161382,-5.526527688453914,
19.38875489162091,-5.682241618168463,
3.1855350273296557,-0.5574595807038764,
8.96263138364185,-0.8080356070025213,
11.952296506161382,-0.9359537355281655,
19.38875489162091,-1.0896460901539424,
3.1855350273296557,-2.9070768068603896,
8.96263138364185,-3.1694316979419215,
11.952296506161382,-3.2503566715494823,
19.38875489162091,-3.422279007029391,
