Synthesis Temperature (°C),Reduction Potential (V)
0.13131113435895125,-2.496740023616305,
2.5484119090271373,-2.4897725437331815,
8.03589707449271,-1.0852688140137343,
13.104652764312462,-1.4286586634799585,
16.38510217766899,4.4206852749807,
0.13131113435895125,-6.804890978301428,
2.5484119090271373,-6.917920481062769,
8.03589707449271,-7.363967083066185,
13.104652764312462,-7.439138286398923,
16.38510217766899,-7.451110938177079,
0.13131113435895125,-2.269638917306434,
2.5484119090271373,-2.7542360412431433,
8.03589707449271,-3.1969103151453093,
13.104652764312462,-3.2808036133275453,
16.38510217766899,-3.2921528858217286,
0.13131113435895125,-3.3901151709709008,
2.5484119090271373,-3.6457958524447864,
8.03589707449271,-4.0556591700428,
13.104652764312462,-4.118392860172544,
16.38510217766899,-4.128699583769871,
0.13131113435895125,3.475517592530532,
2.5484119090271373,3.4917065031513204,
8.03589707449271,3.006168707101414,
13.104652764312462,2.839256803592731,
16.38510217766899,2.7553762517756257,
