Calcination Time (h),Ionic Conductivity (S/m)
11.976895184427105,0.7051479248184469,
13.103392910282617,0.6990194318783847,
18.02509715671539,0.6834812796457471,
11.976895184427105,-5.06278981437261,
13.103392910282617,-5.0549557684294975,
18.02509715671539,-5.192539276848248,
11.976895184427105,-0.9983047199084119,
13.103392910282617,-1.0536518683748857,
18.02509715671539,-1.1802301098473211,
11.976895184427105,7.26927498415086,
13.103392910282617,7.260790461846041,
18.02509715671539,7.245842213489786,
11.976895184427105,4.241497503170297,
13.103392910282617,4.231077918644388,
18.02509715671539,4.216930286045652,
