vol%,Bulk Modulus (GPa)
1.7236068249626424,4.4225352686354515,
2.303678674296219,4.597939221383491,
15.603503637598326,-17.808720433802986,
16.320661594252417,202.7965261403181,
1.7236068249626424,2.8802566925131337,
2.303678674296219,2.7195937757045097,
15.603503637598326,2.2467660205278377,
16.320661594252417,2.2447862916369834,
1.7236068249626424,-2.0395653632464215,
2.303678674296219,-1.943970072821297,
15.603503637598326,-2.480846993683109,
16.320661594252417,-2.4823441088317715,
1.7236068249626424,-2.2881054919910087,
2.303678674296219,-2.0360280673936098,
15.603503637598326,5.7301817250702225,
16.320661594252417,6.0121198930605555,
1.7236068249626424,0.9144708668264194,
2.303678674296219,1.1964008131477293,
15.603503637598326,8.08183045992702,
16.320661594252417,6.431416010243764,
